Date,Region,Report_Text
12/23/2021,NYIS,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
12/24/2021,ERCO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
12/27/2021,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more"
12/27/2021,CISO,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
12/29/2021,CISO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
12/30/2021,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
01/01/2022,CISO," Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency."
01/01/2022,CISO," Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency."
01/01/2022,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
01/01/2022,NYIS,Damage or destruction of its Facility that results from actual or suspected intentional human action.
01/02/2022,CISO,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
01/03/2022,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
01/03/2022,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
01/03/2022,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
01/03/2022,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
01/05/2022,NYIS,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
01/08/2022,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
01/08/2022,NYIS,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
01/08/2022,ERCO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
01/09/2022,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
01/12/2022,SERC/RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
01/13/2022,NYIS,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center."
01/14/2022,NYIS,Damage or destruction of its Facility that results from actual or suspected intentional human action.
01/14/2022,TRE/WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
01/15/2022,NYIS,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
01/16/2022,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
01/16/2022,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
01/16/2022,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
01/18/2022,ERCO,Cyber Security Incident that was an attempt to compromise a High or Medium Impact Bulk Electric System Cyber System or their associated Electronic Access Control or Monitoring Systems
01/19/2022,NYIS,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
01/20/2022,TRE/SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
01/20/2022,NYIS,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
01/23/2022,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
01/24/2022,CISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
01/24/2022,NYIS,Damage or destruction of its Facility that results from actual or suspected intentional human action.
01/26/2022,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
01/27/2022,CISO," Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency."
01/28/2022,CISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
01/29/2022,NYIS,"Loss of electric service to more than 50,000 customers for 1 hour or more"
01/30/2022,MISO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
01/31/2022,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
02/01/2022,CISO,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
02/03/2022,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
02/03/2022,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
02/03/2022,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
02/04/2022,ERCO,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
02/04/2022,NYIS,"Loss of electric service to more than 50,000 customers for 1 hour or more"
02/09/2022,NYIS,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
02/12/2022,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
02/17/2022,NYIS,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
02/17/2022,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
02/18/2022,NYIS,"Loss of electric service to more than 50,000 customers for 1 hour or more"
02/22/2022,ERCO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
02/24/2022,ERCO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
02/24/2022,CISO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
02/25/2022,ERCO, Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
02/26/2022,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
02/28/2022,ERCO, Damage or destruction of its Facility that results from actual or suspected intentional human action.
03/01/2022,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
03/02/2022,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
03/05/2022,SERC/RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
03/06/2022,ERCO,Cyber event that could potentially impact electric power system adequacy or reliability
03/08/2022,ERCO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
03/10/2022,MISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
03/11/2022,ERCO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
03/12/2022,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
03/13/2022,MISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
03/14/2022,ERCO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
03/14/2022,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
03/15/2022,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
03/15/2022,NYIS,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
03/16/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
03/17/2022,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
03/18/2022,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
03/20/2022,MISO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
03/21/2022,ERCO,"Loss of electric service to more than 50,000 customers for 1 hour or more"
03/22/2022,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
03/22/2022,MISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
03/25/2022,NYIS,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
03/29/2022,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
03/29/2022,NYIS,Damage or destruction of its Facility that results from actual or suspected intentional human action.
03/30/2022,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
03/31/2022,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
03/31/2022,WECC/SERC,Cyber event that could potentially impact electric power system adequacy or reliability
03/31/2022,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
04/05/2022,SERC/RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
04/10/2022,SERC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
04/10/2022,SERC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
04/11/2022,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more"
04/11/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
04/11/2022,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
04/11/2022,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
04/12/2022,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
04/13/2022,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
04/14/2022,CISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
04/16/2022,SERC/RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
04/16/2022,SERC/MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
04/16/2022,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
04/16/2022,CISO,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
04/16/2022,CISO,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
04/16/2022,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
04/19/2022,NYIS,"Loss of electric service to more than 50,000 customers for 1 hour or more"
04/19/2022,NYIS,"Loss of electric service to more than 50,000 customers for 1 hour or more"
04/19/2022,NYIS,"Loss of electric service to more than 50,000 customers for 1 hour or more"
04/22/2022,MISO,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident
04/22/2022,WECC/MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
04/23/2022,MISO,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident
04/23/2022,SERC/MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
04/26/2022,MISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
04/26/2022,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
04/27/2022,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
04/28/2022,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
04/28/2022,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
04/29/2022,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
05/02/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
05/03/2022,NYIS,Damage or destruction of its Facility that results from actual or suspected intentional human action.
05/03/2022,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
05/04/2022,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
05/05/2022,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
05/06/2022,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
05/09/2022,ERCO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
05/09/2022,ERCO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
05/11/2022,MISO,"Loss of electric service to more than 50,000 customers for 1 hour or more"
05/11/2022,MISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems; Damage or destruction of its Facility that results from actual or suspected intentional human action.
05/12/2022,MISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
05/12/2022,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
05/12/2022,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
05/12/2022,ERCO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
05/12/2022,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
05/14/2022,ERCO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
05/15/2022,ERCO,"Loss of electric service to more than 50,000 customers for 1 hour or more"
05/15/2022,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
05/15/2022,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
05/16/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
05/16/2022,CISO,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more; Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
05/17/2022,CISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
05/18/2022,CISO,Fuel supply emergencies that could impact electric power system adequacy or reliability
05/18/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
05/18/2022,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
05/20/2022,NYIS,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
05/20/2022,NYIS,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
05/21/2022,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
05/22/2022,ERCO,"Loss of electric service to more than 50,000 customers for 1 hour or more"
05/22/2022,NYIS,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
05/25/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
05/27/2022,CISO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
05/27/2022,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
05/29/2022,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
05/29/2022,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
05/30/2022,CISO,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
05/31/2022,ERCO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
06/01/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
06/02/2022,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
06/03/2022,SERC,"Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency."
06/04/2022,ERCO,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection."
06/05/2022,CISO,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic
06/06/2022,CISO,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
06/08/2022,SERC/MRO," Loss of electric service to more than 50,000 customers for 1 hour or more"
06/08/2022,SERC/MRO," Loss of electric service to more than 50,000 customers for 1 hour or more"
06/08/2022,SERC," Loss of electric service to more than 50,000 customers for 1 hour or more"
06/09/2022,ERCO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
06/09/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
06/10/2022,ERCO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System
06/10/2022,CISO,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic
06/10/2022,CISO,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic
06/10/2022,CISO,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
06/12/2022,SERC/RF," Loss of electric service to more than 50,000 customers for 1 hour or more"
06/13/2022,SERC/RF," Loss of electric service to more than 50,000 customers for 1 hour or more"
06/13/2022,RF,Complete loss of Interpersonal Communication and Alternative Interpersonal Communication capability affecting its staffed Bulk Electric System control center for 30 continuous minutes or more. Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
06/14/2022,RF,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic
06/14/2022,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
06/15/2022,RF/MRO," Loss of electric service to more than 50,000 customers for 1 hour or more"
06/15/2022,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
06/16/2022,SERC," Loss of electric service to more than 50,000 customers for 1 hour or more"
06/16/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
06/17/2022,SERC," Loss of electric service to more than 50,000 customers for 1 hour or more"
06/17/2022,SERC/RF," Loss of electric service to more than 50,000 customers for 1 hour or more"
06/17/2022,SERC," Loss of electric service to more than 50,000 customers for 1 hour or more"
06/17/2022,SERC/RF,Cyber event that could potentially impact electric power system adequacy or reliability
06/20/2022,MISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
06/22/2022,SERC/RF," Loss of electric service to more than 50,000 customers for 1 hour or more"
06/23/2022,NYIS,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
06/23/2022,CISO,Fuel supply emergencies that could impact electric power system adequacy or reliability
06/24/2022,SERC,Fuel supply emergencies that could impact electric power system adequacy or reliability
06/26/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
06/27/2022,RF/MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
06/27/2022,ERCO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
06/27/2022,ERCO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
06/28/2022,ERCO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
06/28/2022,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
06/30/2022,RF,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more. Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
07/01/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
07/03/2022,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
07/03/2022,MISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
07/03/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
07/04/2022,CISO,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
07/05/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
07/05/2022,RF/SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
07/06/2022,RF/SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
07/06/2022,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
07/06/2022,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
07/06/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
07/06/2022,MISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
07/09/2022,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
07/10/2022,ERCO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System
07/11/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
07/12/2022,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
07/12/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
07/12/2022,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
07/13/2022,ERCO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System
07/13/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
07/15/2022,MISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
07/18/2022,SERC,Fuel supply emergencies that could impact electric power system adequacy or reliability
07/18/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
07/19/2022,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
07/19/2022,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
07/23/2022,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
07/25/2022,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
07/26/2022,ERCO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
07/26/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
07/26/2022,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
07/28/2022,CISO,"Damage or destruction of its Facility that results from actual or suspected intentional human action. Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
07/29/2022,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
07/30/2022,CISO,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
07/31/2022,NYIS,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
08/01/2022,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
08/01/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
08/03/2022,ERCO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
08/03/2022,MRO/RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
08/03/2022,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
08/03/2022,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
08/04/2022,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
08/05/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
08/05/2022,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
08/09/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
08/09/2022,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
08/09/2022,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
08/09/2022,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
08/09/2022,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
08/10/2022,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
08/10/2022,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
08/10/2022,ERCO,"Loss of electric service to more than 50,000 customers for 1 hour or more"
08/12/2022,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
08/15/2022,WECC/MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
08/15/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
08/15/2022,RF,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
08/18/2022,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
08/19/2022,NYIS,Damage or destruction of its Facility that results from actual or suspected intentional human action.
08/19/2022,CISO,Cyber event that could potentially impact electric power system adequacy or reliability
08/22/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
08/22/2022,ERCO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
08/22/2022,ERCO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
08/24/2022,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
08/25/2022,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
